tx_hash,block_number,timestamp,from_address,to_address,value_eth,gas_limit,gas_used,gas_price_gwei,transaction_fee,nonce,tx_index,is_contract_interaction,input_data,input_data_length,transaction_status,anomaly_flag,transaction_type,date,hour,day_of_week,day_name,gas_usage_ratio,fee_to_value_ratio,transaction_id,is_triangulation
0x990990f553182e2062ce679576807a8516a1709ac9108229223b4b093000630c,6017891,2015-09-26 23:05:15,0xfc805470ded873bac62dba364c72821ab82cc309,0x55c5aeb7874f1af6ee651b19743955cc6e9793be,0.648028,7948235,7563225,149,1184287015,228,19,0,0x47b1cf7ce26f4e5b81061b2916a4f55ec58c2724f1f9f450b5229ee16ed9766f5783b644e70906d9fa948,87,Success,1,transfer,2015-09-26,23,5,Saturday,0.9515603149630076,1827524451.1039648,31698,False
0xb22ed20d6cdd738a2f899a4eb5462cb63ec3e1a393ae1e8f49f01c3d7a9adf34,11602945,2021-08-23 19:05:35,0x905c11c9e791da1f2c809d6aad8ed41e6b177292,0x1b95da44453901542ed8754ec877ac1a6fb9c62a,1.756943,225324,74503,154,34699896,824,191,1,0xc24d24ce3d1a10ddb577d54e1e0b138b589dcaddd26f77e,49,Success,0,contract_interaction,2021-08-23,19,0,Monday,0.3306483108767818,19750154.67206392,61026,False
0xd7eb6be94daa750ac513bcad3a6cc2f7de06f07b02e9f5704e012024cabb9c6c,4281692,2022-03-23 14:01:15,0xb436d6c6bed16f25ee2fea2b849bb0e6073d0f50,0xf0f16c6ff8551c859ef2e5c10460bcbbc2606014,3.763605,25341,25053,25,633525,793,189,0,0x16c1d779660793ace9fa368c7418a12ca0f6242919197cfd6f04b34eca3ff496288e2d89b138f05a3,83,Success,0,transfer,2022-03-23,14,2,Wednesday,0.98863501834971,168329.30129490208,11099,False
0x0d4bfa70ed0d61559fb6c86be965ed0a7aeaef18cf682200b9ff85640033baf1,6288421,2021-10-25 22:56:06,0xc9ea4bab928938a981b6b30574e24428d1835126,0xa2062b43ca83335fb6e406cc2386925045d95fda,0.759784,21957,21724,42,922194,2,65,0,0x86716d530b62102807bbae24691e4fe57d7e145869ed2,47,Success,0,transfer,2021-10-25,22,0,Monday,0.9893883499567336,1213758.1207290492,50749,False
0x7a4a42bacffbe3a4c495e4b3a1067e2a40e9631741abf66239e76ba9669cdcf9,10195782,2015-10-23 11:50:37,0x792a6cdd9d25ddcb7cdd3b039859edb843ae3fa0,0xbfd670742180464bcaab9201ce548c193653f335,0.942415,22731,22594,183,4159773,152,8,0,0x3ea919645ba84909f17f06187156,30,Success,0,transfer,2015-10-23,11,4,Friday,0.9939729884298976,4413950.32973796,5422,False
0x5e77b618012d1b0466f3d26088b414995d472bb020fad4d87fa9d99dd7dc10a5,8996167,2023-04-21 17:41:36,0xfa5f3671ecbbb639571113b9c399272dce88ce59,0xb90cb968583a5ac174dfa7f3fa1a7f1ea3aa0839,3.213604,29464,24325,45,1325880,354,185,0,0x1e56330d631ba1fe6435d18e29564a785daddaa2c3a58f46a4be938f194e15a3e0e1dfc30f8ce30d,82,Success,0,transfer,2023-04-21,17,4,Friday,0.825583763236492,412583.5043770172,93546,False
0x598db4938fc933b940f2ebe58a7b1de7310e1d1454e8136d1df4b7ae11ee5be1,13192618,2017-06-14 03:08:02,0x06db8dea36409a88e5b0aa38468a32f1e1f02ed1,0x5ec202f8771505a1f5f05513e80143229d76b3da,0.354126,28695,26211,128,3672960,350,169,0,0x25a13ff5ab249d9fcffc203f650db5f69fefdaace93b7c76a1d1dc3fd279d59b8d3c1649568028,80,Success,0,transfer,2017-06-14,3,2,Wednesday,0.913434396236278,10371901.526575286,26377,False
0x52ba24f68f6de27b222e41bd7449b64d90af34c9ee397528c1e1e2a67e820207,3642003,2019-07-17 18:06:45,0x9beac10d0d5e323d5e9d7b418e2689287fbefa27,0xf94ec8b4092ec15ef83e5300cac329e2eac55efd,0.496225,212142,180139,106,22487052,147,160,1,0x9dd714dc4528f34fd0870458211bb85a53c6de9d02c9f40e927e7c0df30f7e37fee35577ee1941d8f,83,Success,0,contract_interaction,2019-07-17,18,2,Wednesday,0.8491434982228885,45316241.62426318,84799,False
0x0b5328c8a73f58004655b9efbf92efa352b696fe39956da5ebd99ec4a14c4de3,4177178,2017-01-02 04:37:47,0x3f924ad0202328fbb125f2a99846db8af4c115b9,0xa581cc1152ccd00cd92ad7dc11b3b11f0c301587,0.4823,496511,26182,136,67525496,146,88,1,0xa35997805d3b12a943b0,22,Success,0,contract_interaction,2017-01-02,4,0,Monday,0.0527319636422959,140007248.60045615,74915,False
0x011b316a29e551a6ed26510010cf53aae8d534ac14e1eee622c5f7271175705f,3847785,2024-02-12 03:26:46,0x5c84af0c6721a1bce44a852461a1d101e79b3fa5,0x40e533e863ad0f9cf51d8ba12b5828e54a46a8d8,1.407102,24261,21968,96,2329056,260,196,0,0xbb78769f9d001d088039e6d1131d1f188c8397c85108d71b2ee87,55,Success,0,transfer,2024-02-12,3,0,Monday,0.9054861712213016,1655214.7605504077,37921,False
0x4bce70ca85a81c222aae151b8c3e88764dcfe374078be0d274e0e6c8ccc3f1f2,9933203,2024-09-17 20:55:19,0xb436d6c6bed16f25ee2fea2b849bb0e6073d0f50,0x8fe05ddd42dfe3d02fb60f5ba1dd05119d22bbb4,0.650139,25615,25413,198,5071770,375,85,0,0x93ec879df07b24cb32de51727838b60a318ea092889629bbbe3f,54,Success,0,transfer,2024-09-17,20,1,Tuesday,0.9921139957056412,7801054.851347174,29260,False
0x2e24e7b9b320543454ffcce5da0b5e7de4e47a9fcda5da5f53c81b66a45dded0,3555920,2024-07-03 15:11:38,0x26ee54f9099691b0b6ff993819aea4fe762f1b02,0x97fa63125fed716e6df16f0458ab8acc425ebb84,2.722935,24253,21178,113,2740589,259,41,0,0x3e12979d27c6a30a97,20,Success,0,transfer,2024-07-03,15,2,Wednesday,0.8732115614563147,1006483.4452530082,28081,False
0xcd7c44765c3a7d8891206ed891f6f1936b45415049d94974f3ba6f8d84ec7eec,7286531,2018-05-13 19:14:24,0xc1f6278bcdc06dce92b477691272308b7eff57a9,0x957b0a62a45da424708502b3f901b81c23580e8f,0.997143,485547,331801,112,54381264,289,156,1,0xac2b343550f06e21f9dffa0ba0df3054905887b4d79c4f7cdfa124b474de59e4a30,69,Success,0,contract_interaction,2018-05-13,19,6,Sunday,0.6833550614049722,54537076.42735295,1852,False
0xef6f36637caa0f7bd7f6b1129c0ec2fdd1c344523e68ed200e962e390906d5f4,3932271,2023-03-06 02:55:37,0x92acb94f1fb7d7b6f5d3bcb0d276fadf85afc684,0xed6b117874fa156e6243e2ceba7b53766e6c321a,0.075138,259281,31218,193,50041233,659,179,1,0x2d86a1141b7d9063054dd87d21f2a936218b767b3,43,Success,0,contract_interaction,2023-03-06,2,0,Monday,0.1204021891307114,665991016.5295856,97696,False
0xb512cf919bdb86d22caa3aaa18a7d8ae0aa59e22174fc145db0cad6be535cca1,7877807,2023-10-01 06:14:36,0xf8fb3a18a0e20893a2f445a5fcef7ebd4cdb7d70,0x1d95a464023d1465e2cd167239c5e695922a6ec4,1.796444,29264,25471,49,1433936,651,187,0,0xc3c9c742a1aeaa8e9ea534a6215cb9c5d7006dda53e1556d2ee260f95a6d3ddb9b64b8b4a7ecbfa,81,Success,0,transfer,2023-10-01,6,6,Sunday,0.8703868234007655,798208.0153904046,63216,False
0xdf03bb12e5af3d6e065ffdf8c8605bdfd068f69c0664ae6ff832f55f19dc5e17,1297724,2017-03-12 17:16:15,0xbbb7d7dfe88e186e9c9e634b9ac223514f1d46a3,0xe4765e83f3394195f8577ec8da97bd373a1965ad,0.092931,27955,26323,133,3718015,613,5,0,0x9bfbdd3266eed455e31453f41137fdae5e2767fc66de4f8abc19ac26f2df7850262be44ade21b4ed925c,86,Success,0,transfer,2017-03-12,17,6,Sunday,0.9416204614559112,40008339.52071968,46862,False
0xe6244ffabbbc1e2b3fb6b267af6777dc411e0f4a7d089ef445cfb2cc4021b5a4,1057871,2019-02-06 09:10:18,0xeca69ba3b6186f8619d65b8a21dbd5f335896725,0x4720c7966d455a4fece86cf608eeff3fc25ff4cc,1.289474,25264,24047,190,4800160,549,9,0,0x7e396a4c89b99d7437ce2daec494e89724c4a384b6a591,48,Success,0,transfer,2019-02-06,9,2,Wednesday,0.9518286890436986,3722572.149574168,2854,False
0x267e7c5cdd3f584d1f9a238d25ef723ff13182790e788fa8042a963506ea5522,14524513,2017-01-27 10:41:53,0x4571f4c3bb4fb5b10df28a21101f8eeb4a0a59f0,0xae116f843d75bf8dc80263a3961be00964395808,1.170555,25797,21119,144,3714768,32,33,0,0x36c19de2fb09a6c90d29ce23d0c71f287bd88fbf0c3494a4375bf28e8e22fd4658a46e4983a85,79,Success,0,transfer,2017-01-27,10,4,Friday,0.8186610846222429,3173510.001665876,54511,False
0x7e877605e626fd1aac522e71a63b588673888e6eef372e7b7cb97181a2c28005,12334860,2018-04-23 18:18:35,0xa5a51ae70b511b3843eb61d3bdca85ea5fa75c98,0x55306a2dcba43037777e760fee4076a69587ed75,2.081415,268857,91231,104,27961128,294,76,1,0x800c27999d3aace6d24ca67737b78c279450d821f8db6693bc7a066215d834c491d3372b186,77,Success,0,contract_interaction,2018-04-23,18,0,Monday,0.3393290857221497,13433711.201274134,6329,False
0x850c3d0e955a5040fc672021aa875462023842e3746e7443ecb65b426c4a6341,6428257,2022-04-14 04:07:06,0x7b795d2e0dc8e99fa32da37f348a157d4501f6de,0x906a02fa2da97e5d5c59ad773a22304851f1088a,1.078834,27023,21227,6,162138,18,37,0,0xec980ec7986426651c68ab29fdbcde086124649ff818f4d1e1ff,54,Success,0,transfer,2022-04-14,4,3,Thursday,0.7855160418902416,150290.03535298293,90890,False
0x8805b97319ec4d31f93a510e473dd015ce6a5bc36dbced3873bc54bcce9b60a8,7810461,2016-09-01 14:37:44,0xa78188b2f936f51544b6e9a39a11fdc10801daa0,0x7afcdda14a351aab1d7981601dbd15c31670a1ef,1.013134,24615,23698,152,3741480,418,133,0,0xe1f8b1a5eb9e46c73e7dde1c369946eb616d5e1b97ba69ac91766dc57c5370daff3ff75b1e9a83fe59188b28cae,93,Success,0,transfer,2016-09-01,14,3,Thursday,0.9627462929108268,3692976.447340628,57689,False
0xd6def8ba8366ab0dad97db49d7bc72b4f881cf2816ab726a0ab7fb47c543b3cc,4776703,2024-11-25 15:24:40,0xf47505becde91ab0fda273bf5b3fafeae7f84ae6,0xacbfe7c533e6d34965582f30d46566b5c14ea3e4,0.235465,415137,347161,70,29059590,206,113,1,0x7629a849943d40571372034,25,Success,0,contract_interaction,2024-11-25,15,0,Monday,0.836256464733329,123413628.35240906,16627,False
0xc94595340de879ad597d963685abc76794b27cd45e142af103b1f0d5ff6c9a3a,8267752,2017-02-15 12:56:46,0x67f2e39feb6cabc507d835ab88ef996fc7b88c05,0x53edeacbc95056beb675121b47f795feafa48599,1.109343,22673,22200,188,4262524,809,29,0,0xb76f2eaa7f5660a96f458d4cdf6d8417ebb3198,41,Success,0,transfer,2017-02-15,12,2,Wednesday,0.9791381819785648,3842385.988824016,58013,False
0x414af804320f2f113173fdd1b4df5ffafa2c9a2310b21e49783a465ce7036008,8687903,2017-06-26 09:16:23,0xeb8eca91c2ffc26f6fad4ee166547dc986629cfe,0x372cf259995e74f186d6e16c28894898f4be2cb5,0.865016,25993,4153,188,4886684,824,2,0,0xf5e98d4b58c7af88270896a5417f5138a6f45c1c768aac006c7530b8701c3f93764e908b36936d14,82,Success,1,transfer,2017-06-26,9,0,Monday,0.1597737852498749,5649241.170105524,30304,False
0x79f7be9578f794e98be4a1979a31f55aa07e81ec5ad4da07894a4052e6675ca1,3633189,2024-03-14 22:11:04,0x11a4baed5925fb69f46cdadba8a65523f7321d1c,0x145bfa80bbe59c644558462b5849200a6028a677,0.010355,262087,239846,159,41671833,258,63,1,0x24cbf7411e5411ac2454812d6712d340dc7776,40,Success,0,contract_interaction,2024-03-14,22,3,Thursday,0.9151388661017144,4024319942.056977,40774,False
0xd6a4f928c1c505fbbbcda05e836214c31f9a3bdb8c0d6334dadd41eb441d2a86,7758517,2019-06-09 11:19:33,0x34b8f6590ba1a5d13cb2ffd06101db5ded948e81,0x9fecacae586b61a4df3ad8819379cac3f9ca9c1a,0.11464,26504,25132,93,2464872,606,142,0,0x34ec27c2d974cde3fe950789d2131791,34,Success,0,transfer,2019-06-09,11,6,Sunday,0.9482342287956534,21500976.97138869,11913,False
0x1bebb4c46c332d3a7ef9a058a332c09d6e9317935694be9bfd1bcbe32b62bf97,6710405,2018-08-14 06:54:10,0x0049bafe467aad68b6deebcdb45868487128ea4b,0x3fd50984438054ba2f0c6c8ffccb696f552c0183,2.781986,27528,25508,70,1926960,504,59,0,0x322b91baba67fc71e9a9b153bf,28,Success,0,transfer,2018-08-14,6,1,Tuesday,0.9266201685556524,692656.2534822247,59309,False
0xf5c8c53d4539f6d7b8b2fb99b6be58bcf5105f15a28c644bb8e565ea8904dde0,6646035,2017-12-31 10:42:25,0xd72531af9546e26d67e2aa60b1bb0d614bd712ca,0xafc24a526e9c8c2594fc74a6535d4e11c8de53e3,2.090129,23437,23095,90,2109330,701,128,0,0xc5bf5b0cd506f4,16,Success,0,transfer,2017-12-31,10,6,Sunday,0.9854076886973588,1009186.5143251924,71798,False
0x34f45941b71c0dec459a37573e2e2fa04aaa32a14ca14781a4a5a04f21ad68e2,7894180,2023-03-10 17:19:13,0x1aa2b33b9b2522634fd9e98956e66454eeb441e9,0x9a6190e82c2d8b257572b52a018ed7095cc77be8,0.397744,233598,95306,85,19855830,650,171,1,0x077ef52f07f633ae4e9b2b22419b35fa51942459f0613924,50,Success,0,contract_interaction,2023-03-10,17,4,Friday,0.4079915067765991,49921130.17418239,68550,False
0x16525e18038b0ef84fb46b11527e19ebac0a585925a1fc15947857c59892b37c,5147264,2020-07-19 09:38:00,0x6b6b25460d7087fcd307f1dbdd26e8c23290c28b,0x463e21940d1da393a1eaeabb0a278572aa174c30,2.073851,24541,22903,39,957099,74,36,0,0xf2f24122ae1b58e691484062dd4534d3a6b77d1720e7098b9768c6,56,Success,0,transfer,2020-07-19,9,6,Sunday,0.9332545536041726,461508.0832711704,4604,False
0x5f659df212cb0a038356c8c0de478f54be8ed4ecc1484e2114fb227f44c008cc,3390245,2022-10-31 07:20:55,0x59b4791fdcb9abf88d530053434d2cd02f7573b9,0x22d5562efd546b2a90d17a36eeced4ab00ce8f09,0.406148,24448,21913,131,3202688,529,167,0,0x65e9f34b8a3921fa34be9652fda34bd47b3b454a7e7aefff7ddb2a1,57,Success,0,transfer,2022-10-31,7,0,Monday,0.8963105366492147,7885519.564296759,24099,False
0xd28bc56cb04003356ea42e847be911054781f9709e7060bdd0584525c7be4ba4,8520853,2016-01-10 12:01:40,0x45cfc8f2f41454ddc75c539e2f7956629f73054f,0x50cf772d6f6745dbcf1508c541461ec9f219d211,0.671558,21460,21206,35,751100,181,114,0,0xeaba06922d13007e560d2b282d5c2d2d0,35,Success,0,transfer,2016-01-10,12,6,Sunday,0.9881640260950606,1118443.976544096,9820,False
0x86f74c86b3f07f76dcf860a3fa4513d4f0cc63cfc3ee54d6b3ec275d784b0a8d,1375743,2023-10-11 10:04:20,0x2ab046bdd4dddce94402fb3c37ffdd4aa01e7ea9,0x72e008e8a74704878ecee032adb01f69046685b4,0.175283,336961,274830,154,51891994,865,115,1,0xab6f715ed51aef3c568ebbbd111faf012c69fc7035d4335262eea9e2b39351cd73,68,Success,0,contract_interaction,2023-10-11,10,2,Wednesday,0.8156136763601722,296046929.8220592,60924,False
0xab53a21ecb7c6945523b7d45daa2ce48fe38c70bd9c9f64bea291ae3715ca246,9511200,2019-01-03 17:13:32,0x15a472d4adf35468bb892f97d3a7628bfc6e55a0,0xd5243640503c6b48f97a3405dc0a6294ac031e9c,0.487222,24049,22038,95,2284655,801,154,0,0xc371ea8abb9dfeb2f54576adea9ab1315db0104f9849766f46eb93aa281fce18d88,69,Success,0,transfer,2019-01-03,17,3,Thursday,0.91637905942035,4689145.810328762,33685,False
0x5ebd685f86020f88c3fd5112d1a8c3a83a9a474d7c248b33b922238cc38a11bf,2795306,2016-10-01 09:02:07,0x0297bd130027b0a95af842318ab262a9db463e44,0x3e758b1656bdd7151af7d615f896ae86c1b123bc,0.343453,25003,23991,56,1400168,164,186,0,0xff57278c0eb0,14,Success,0,transfer,2016-10-01,9,5,Saturday,0.959524857017158,4076738.301892835,56067,False
0xc5b3bf05aa5c8bc7f740484511fcc02af1dfe05426c85743ea8bf84779f8a94f,14671917,2018-12-31 19:35:53,0x223abd4fa5ef26a0d786fe64ace073aa9be18951,0xde05c262dcc276a374b784c7d5ff7468fdc24ad8,0.338915,6879828,6729787,61,419669508,875,60,0,0xa7ab62cd650c12ca4e18e00096528242b9a4a13,41,Success,1,transfer,2018-12-31,19,0,Monday,0.9781911698955263,1238273632.0316305,1214,False
0x5576a03d1880d1b77fe94a4d93885fbf5b2b9e50539f1f173f57d3cb25598f95,11533586,2022-05-11 02:11:49,0x2bc7351eac64d743fe1a0554f65d5fec52185ec0,0xb809390b95e238eb4882395541409a8620cbd39b,0.651747,21928,21562,128,2806784,423,188,0,0x19bd99e1b204b,15,Success,0,transfer,2022-05-11,2,2,Wednesday,0.983309011309741,4306554.537266762,94300,False
0x7eccd4c12652a910770e71cbeccfd1e8bdd3d66912a1234319fb552fa2faf6af,1305627,2020-10-24 19:19:22,0xe8bb397e7016f8f59ad6a36cd60f4aeb6b3b91b4,0x5b13bc346c9377c4be28c1daacf1c8614b9d7994,1.200253,356420,106382,50,17821000,477,68,1,0x5e3f4def4425e0cd9202521573,28,Success,0,contract_interaction,2020-10-24,19,5,Saturday,0.2984737107906403,14847702.942629596,38398,False
0x5b4ffcc500da3c706f0003d59a8c8ab495d25eb137d0c0d414c966a3c00b1dc9,2824454,2019-05-23 15:05:08,0x9483af5037897ab1c35df48b022bb193e67cb16e,0x57294c8877298a195e91439cb2ffe0b2d20961ec,0.632265,21600,21072,5,108000,312,79,0,0xb87d451282f44ec6ab37ddbeaa403f2c81bb931f8e5c7974721f249b762,61,Success,0,transfer,2019-05-23,15,3,Thursday,0.9755555555555556,170814.45280064532,46688,False
0x716780c9595a4d066d97a24cd894689f22c96f7a9232fe817c68f2043be044d8,1575317,2024-08-05 20:38:06,0x391fffdb78717997c1db833365aecc1522b22d91,0x89de810118f4fd1fe1219b0b0cbc646b78393639,0.080569,25930,25279,155,4019150,251,106,0,0x98365911d10ec9183eb,21,Success,0,transfer,2024-08-05,20,0,Monday,0.974893945237177,49884570.98884186,24001,False
0xfe44448b2cc1faa3c6f0fa4e4f64a4cdf21e11a2965625c4f45b4549d7838226,6582834,2022-08-28 05:55:15,0x0a90a2f8920c738ee50f336e7599581ceb9135e2,0x0f582d630c57a24248b4a268984a01a8003e81dd,1.945322,21620,21009,4,86480,116,3,0,0xe8e97cde3188552ca65708d92642ab,32,Success,0,transfer,2022-08-28,5,6,Sunday,0.9717391304347828,44455.36523002361,33868,False
0xd80c407ae72832d842f032a0b7413b4d65854a0c93813637e2c6f1f245640530,4586203,2025-01-08 03:03:32,0x752ff90fc3c3744f7dcf55fdf8d57cf707af9d11,0x24ee380e70c5ec37d9a8740a183bb202540d3cbb,0.167499,28624,27665,149,4264976,57,161,0,0xdc399d2aec1d96f392b9c6c7906320d6cee332703ac3531ec1ad236e371,61,Success,0,transfer,2025-01-08,3,2,Wednesday,0.9664966461710452,25462695.29967343,89299,False
