hash,block_number,from_address,to_address,value,gas_limit,gas_used,gas_price,timestamp,transaction_type,status
0xd5f87c40fc6fe45c62b9f2458cdb4e0ddd34bf99f4630dd469954313e9929f07,10039375,0xd064ed76245f8dd2c531589aa880bf13bcb3c5d0,0x0b3cf6454a3fdd6e4b1d30d3ad767bb68f1abfab,3.936662947350818e+18,200000,15422.891190116294,11799945545.49673,2025-02-24 19:03:31.916109,contract_interaction,1
0x4c3f7f610bffa37b12b00c2a4b20079abccbed1c2126097c999d12863941cac7,10099232,0xc97049792851d5eb435bb2da8546b830030a5a55,0x49876e9c367262ef89b3799fe4792c2a0a7dd00d,1.173898300865115e+18,100000,92925.84504221438,19861338053.723183,2025-02-26 05:45:24.916109,transfer,1
0x384c839487f202f3106f76df4b06c6828d00d3f85ca203bc82b86bdef329ef44,10023176,0x05a04fb65183c94e216d623b08a541e0f3bb411b,0xd69fa99fa86f82abe0404dac00fc7ce4ae736ea0,9.40901199155191e+17,50000,32097.22182312974,10545554009.8811,2025-02-25 20:00:30.916109,contract_interaction,1
0x2b83a4346f86c4996de9426caa1eb899b0c56dc7981a914c4527fc0530e68c33,10005922,0x1757b28ffbfb39d8854d7376774c65b66f4c5f83,0xc423bdc53b952bfc78a91ab307b4e44a55c6e00f,1.9990164030367453e+17,200000,85459.5972095179,38100158979.07307,2025-02-28 17:34:01.916109,contract_interaction,1
0x5be2cb56a9926d2cc1bd93b7ce8602cbd8eb08705459bcfcce4f54ab4322381e,10069452,0xfec1a85067713b3577694196fd1cb30bbe524af8,0xed8e3ae575870b7810605af43d60b4d385c21ec6,4.329929752929349e+17,200000,71419.40171236359,21690630590.613922,2025-02-16 02:22:04.916109,contract_interaction,1
0x80dee04552f68ab9ff75b7b479b3979b1bb483fa5e08043cbfccd2c512f4e819,10046648,0x496a59696d860540f308cb488e26d9f38fde22ca,0x1b3ed0d49804d5560e1f1182647d12131540b44b,1.0894077872545185e+18,100000,15866.62390858775,14900696658.148516,2025-03-06 09:45:35.916109,transfer,1
0x7d1ac4670501fe0a49e85aa0c0182e04f65b04e4524644499204d8d02cc3d007,10017792,0x507f1d7fcda5f95a5bf7ed020fd7dce3f0a11fa7,0x3410fcff4c22e9325853683ac16821754545332f,8.55245450399271e+17,200000,81936.89040021028,12415085003.902294,2025-03-06 03:42:26.916109,transfer,1
0xf1be76991552a1b05b4dda80fee6e44d1a265fb15111dea2e138507ebd69204c,10084033,0x8d41013ba5b9f998b5b013f567e4257bb2a2dcb2,0x6a022db4fc1d9aad94badd050c34789cb5d48109,1.8205471571330662e+18,50000,68149.57625888585,17750649287.54395,2025-03-16 02:48:22.916109,transfer,1
0x397090b3741541cdaafa2e866fea5f7373782f2acf1c922441b9c545048b9d10,10064900,0x0c010ced4242ec30e09bfac15b47371252961a0c,0x932678d32b3ec9380faf02e601b290466b90d420,2.4371731848329713e+18,200000,14843.928021227312,45179993053.03709,2025-03-14 15:20:25.916109,transfer,1
0xd9ca898e85e7daefc0930702c3eee75d9b6d71c9da7262e6daebc19522ef864b,10071528,0xab70734affa23612fb0e3ee3c02e111438d728b5,0x12cef0816535d05741c32981ba2226d418b57219,7.520264147807788e+17,50000,13381.450221667435,8188606623.126562,2025-02-24 22:02:14.916109,contract_interaction,1
0x9680659db80c383928c1e3e51e770b2984539f1a7ac5480454556f3daddde768,10055111,0x1ece909df0a0e5d20c22a26b6e76151e3eedb241,0xf683c2c6eb86a0f7253d6d8a3827facb113b434e,3.9131312152493594e+17,21000,74517.90031592392,34538009891.88875,2025-03-15 16:28:24.916109,contract_interaction,1
0x622e7437e513ba3e550d752d81ea792cb4595323030be09df54dae3ca2051794,10094512,0xdeaf51716d51fc765d17217949d9b94127a96df5,0x38119fa6cef891c84fc7043f32b0cd325bb02501,4.878993818790448e+17,100000,145284.38209947984,13557450696.64364,2025-02-18 16:21:30.916109,transfer,1
0x69b1c7130e4808ae7562de04dbb1d47a81b2207f5bfc7a84dbd24442ad9d38c9,10054861,0xa6c857986852b9d19bd8b1d7b0b4a60bfd644a79,0xd971c5bc0eea58c381794e25e3f8ed8447a5b3a0,3.1735968979666675e+17,200000,35385.65703493433,28518652379.050793,2025-03-10 09:52:16.916109,transfer,1
0x817767df2c506ee0800e61d4772625526279f3eec03d6a3c580c4a60d35194a9,10080956,0x23a0d5e520daf050a9144e1b7dfb37326f4038cd,0x2aaad9fcd183b89516a5646cfa7b1b3628126ca9,2.6834390002680596e+18,50000,155458.54983921951,22449778328.497673,2025-03-12 02:12:44.916109,transfer,1
0x055cee3c737ec74ce3bc1ae22339aa43ad975576e9dab9c7d180e7babb3f3474,10051554,0x908c61a8a48dbd97b55325d57764fabcbce630db,0xe37fd81b9998f21f942b5c50507adf1456ea69ef,1.0840951405985837e+18,21000,115255.67598142826,11745969451.184664,2025-03-07 08:40:09.916109,transfer,1
0x7e90be9852cd785a60d449d35680e5627e4e8489384982e389a5161a1a0faaba,10002840,0xe10e6c5a5da1cd7dedb920b2ad57e7732a96d23d,0xcb497c2f3cfac503a26d81d5acc15fa0e1a39011,3.0361891267490976e+17,200000,13665.355954329107,31988918175.67192,2025-02-20 14:23:35.916109,contract_interaction,1
0x25786354700cea59b14060380355bec7060fcd62a72dfdc0ccdf7210d2e115b0,10021957,0x958b4ecb34773e167b283cd6c7fd8f7af654a912,0xf05783f3b9ee2cea4e7eb9f7fb6ac0902bb6e32f,2.40361658776279e+18,200000,175936.74455694624,28115896801.956852,2025-02-20 03:22:58.916109,transfer,1
0x1d52e307c662f992d1b066bf16c7086276aec758e4220be712f7df7daf33454d,10050077,0x058a1d94a06c0784528c19765b95317f57d247c1,0xc1b5290457c2c2c1d156e0126805274c9c99ac02,2.1974039698777933e+18,100000,13390.281329415428,38745456869.723076,2025-02-28 16:20:14.916109,transfer,1
0xe6f16960642fc23cb110e43a9e1266b3445fd814b2395b709d7ad6ff0120d871,10018739,0x54ad7d505ce65860486d6977977985a260e82260,0x1b537cf6cee65f8f81ec11a8f22bc5c267315eed,8.490561966877838e+17,21000,138573.07470001746,22667412886.11925,2025-03-10 02:59:56.916109,transfer,1
0xc86855ad399cc164a51f49385104859b64954a8e5a71bc8469c094bd9df1b5a0,10041208,0x0860c0131f366abc24079c250674770873732793,0x52b09d96fce77b881a110f65c310b2482e564754,2.0440882162016112e+17,200000,16217.333740393437,29423041224.399517,2025-02-15 12:52:28.916109,transfer,1
0x24329c4a7af30a672516e75547093e3223a0daca18914887008ca79862214bb2,10016258,0x12cf00f728040c6444e20663668a2a4c88b9fd94,0xcdfa6db92f644ee27814052b6c2e5f882e8fcaf5,1.0199023762879876e+18,100000,91385.56399113403,10065813036.393536,2025-03-06 10:53:34.916109,transfer,1
0xd51b24baa0c09860ebdf727e40645f57818bea98c9ef9f60694596de4682f71a,10017553,0xe155f062c5bb51c0b4bde6dfbe2e810e353f94ac,0x19770a7f4648ec1224e5349d9772f9ca2fdd0669,5.6123343213301715e+17,50000,156477.10532432885,24154868264.749046,2025-03-03 02:04:44.916109,contract_interaction,1
0x6c1ed3621a960de72bbc124a7966b6e703c58c10fc9bd16291da6cc1ff2a6d3c,10028988,0x9ce297e41a4719fb9573e702d6a0318707d0124d,0x81a917524fa5cdb872128bfa7cec4a3e3ae862f6,3.237585607636418e+18,21000,37907.5841676931,17536446925.047604,2025-03-05 21:08:44.916109,transfer,1
0xd0cd4b8f7be89d8e6340d02cd7d131d48f04de8e0873ba94c4ab567ed7adc186,10072108,0x4d46b946f4e1935a32f446969ceea35de4399ca2,0x8e5e79d1af2879bbc15782c351b93ad7793d5395,1.2796928432466856e+17,200000,48320.9143667409,53044070437.80559,2025-02-15 22:02:10.916109,transfer,1
0x33a73ce542cd9a189809275445e6082390ca9211d072f25c7ce883d41a872abc,10019339,0x644c76096e5beefbbf4a4af3128e359dda0e8d35,0xd018eeb0e6fb9e85c03880eebb2de1c01dfbd90e,5.57928530883301e+17,50000,13807.793873061662,25793944106.337914,2025-02-19 18:38:16.916109,transfer,0
0x8281b98e784aa17be57a4f9154bfcb4c017cfdc2927717acc0572f7b0aaf8cac,10060923,0x9811a8c614b0e403322685febcc94940c46e883a,0x6d5cc75ba868c65c4115abe8b819f53f78ae7653,1.1297508597679871e+18,21000,36427.78381017595,51415393312.04617,2025-02-25 09:31:46.916109,contract_interaction,1
0x8493ea5b64ac982e699fa4d6e131dccb61fcda0807e1bf7c2f52d698f1ebbed4,10009944,0xe6e5fb93ea08c3d2282ad0fb3d133d5f93712ebf,0xb146a66d803f7a3c511cb6628eb748df34b24d51,1.8344378951612547e+18,21000,137910.41986732447,21853035281.15394,2025-02-21 01:12:10.916109,contract_interaction,1
0xc533f313af0b50950597a11dfecb3a23cb6ca05eef2a9691d1c302c86e6cca3f,10081031,0x5b16a75a0a1a129e7f9b5b31a988a55d89cb6c27,0x6d736e7c3b13394bc196ced618c3b892c002bc9f,5.80078363744716e+17,50000,36051.348689444225,20815980160.54863,2025-02-24 14:45:25.916109,contract_interaction,1
0x1ed35aa20db7bc4ef4a352842a09b5e1c2f087b1ebfa7bd80c47ead1362cfb47,10049471,0x7ffadcedf79866499e6cf1f067c709c60daeb458,0x38f259d97d58c90a67da0e5ab22a6b626c917919,1.3207580234704512e+18,100000,36340.24394353544,9149286145.75997,2025-03-15 16:07:01.916109,transfer,1
0xb923de8dd60db3385f8be5544177afc0741df1dee5fac80b587a52780b8dfef5,10001278,0x86aff1b9c17390924b002addaa4056eda378e1d8,0x8e5422fe348a255f05c083697ff70d1ddddf5118,1.8901975283040586e+17,100000,84127.40417492179,14908719765.525581,2025-03-08 20:44:31.916109,contract_interaction,1
0x5b3097f1b01008cd0c39561569d91e196b07ac2a58586ef81b771bd3deae6a3f,10005307,0xf0a225908371ad13b0fffa704d9f0d219e742a0e,0x99400a068a3a1bc3d154b1986026081ac5889fda,2.536874834241765e+18,200000,37243.35638558144,16625132174.705296,2025-02-25 01:11:37.916109,transfer,1
0x35959e2e8b9da15b6bc8c2926d3c7c646f2b151254f78a2b922cc5ee06b0d4e9,10093166,0xc1495bf6de1bcbf12d8a1e44e9f4cfd09d593e13,0x5ea583c4f80c19c5d19e09160a0a558e89cbdc14,8.955584978208065e+17,200000,121889.73198424863,21098097129.459976,2025-03-05 12:04:15.916109,transfer,1
0xc7343bbd3b7102f83941f31e135692295cb2c174e02973fd69bdd16445c8d5bc,10029667,0x1a5e0200a92628c738985e56b88a371d888fc89b,0x31dd06199f1c27a5695d7a8c1d06321a96011631,6.170536890485718e+17,200000,14007.179030113597,10448393978.860481,2025-03-13 18:07:19.916109,contract_interaction,1
0xed76831650a88b1244e07b73c6eea925df9c9bd80437ab08f53b8a4e4b4007b7,10078376,0x86982c58024999e660b4e9bec055d5cec8dfbaac,0x4982e202c74760ebba9bdf26ee8b8badf36fe308,1.5250185649445115e+18,50000,135424.16231362525,19862787198.506607,2025-03-01 12:01:38.916109,contract_interaction,1
0xbee5bac31d18e439c062544a4002db93417aad181c86e7ea16b536fdc3f19b67,10006047,0xea764dbe18e8c29e645f4b79557a27a9b45790ef,0xa0ff9a36671df5b5e1fccaee47d41a8ef318f820,1.6093331318644077e+17,200000,49840.77804653434,25633640704.27161,2025-02-20 16:24:00.916109,contract_interaction,1
0x14067cf54e5e10669a9d11097e70ba78d3002efd4f489db11f5e8088fc84ce8a,10082124,0xdccdbceee83b50853da4b40e2fb324ec5b0b9172,0xc2c55a3047e24aaeb6f3bc6f0dbc23b958ac7d11,1.6431388009924372e+18,50000,153491.1154135691,29765360463.034573,2025-02-21 21:49:59.916109,contract_interaction,1
0x31c5d352511c862ca07d5684e0b96e42bc800f02b59a27dd91d82497f15b4c98,10057663,0x1bc3d492d24f4c156d5bc42f945cafaeead95c47,0x757c74a1e1798c9463f296e3d7ffc4398e5c4a49,1.5339275353941946e+17,21000,31704.561555093405,14275040299.134874,2025-03-04 12:13:29.916109,transfer,1
0xb41f4eb3eaf65d1baac46a6fe4be83a2e34c521dc3f43daceb27f93d110c398d,10096927,0xb85dbceb8322894a8e7a29a4264caa326074c86d,0xbbc0be9546979eab03638e513f0b9e666a24e34c,7.899102180252072e+17,21000,18146.239517471124,16561671797.856709,2025-03-05 04:28:03.916109,transfer,1
0xa6eb96ce6e709c973335650b7c9eac65545b898e9798c977f09a431723b69812,10084696,0x955ef368cd078018efd1e2f2ee4be83e32531600,0x2bb1f8d0afd6215ef7c0d4e39fa2a93fded932d7,9.221910412295986e+17,200000,14955.785876067606,26019549308.412663,2025-03-09 06:30:23.916109,transfer,1
0x390614e02b106405f4e2b6fa98dcc8d81f2641295c680a67bd23959f6cd37403,10079625,0xc200b3f3fce481b960042deca050ff60dc396e2d,0x890ffa058dc3b28d3068974797f4ef62536f2931,2.8697737421684813e+18,50000,32515.097063221616,31949321755.295074,2025-03-06 00:15:22.916109,transfer,0
0x2870a5863c0b1b4baf4757125bc925516b150216d375b934ccee86f9dd86fb0f,10093892,0x506366d53e5ec9fb8237f9231e7571579c90f988,0x12d36c529c29b2b4380edb057fc854db37d4f86f,2.715801268670887e+18,50000,11601.679231843022,36093555086.71216,2025-02-16 21:18:14.916109,transfer,1
0xb732fdc6b2754377b08d4355176f04fb531cd3061c1841a880a23d69316525ae,10009670,0x53f9f2a8336892b723914516e8a100dc6c8a0b46,0x9ca02697ed57ddd15f11f635a31347c7a0297a20,6.518989581232422e+17,100000,16234.44876159568,22713380424.984478,2025-02-14 22:24:27.916109,transfer,1
0x5b439be0951c2d79dd52f63d8e421a121d31f9818c503ed0df5dc322858c4174,10033509,0x6de33b03e0ff60b28b2e3ec8b3e08b2d19cc917f,0xf531e3a9a2fc55db989965bc726f97754a044af7,1.457425919919304e+18,21000,12507.331583066505,28031769402.65385,2025-03-09 04:53:46.916109,transfer,1
0x138e3cbbfffbced31cbe5fcad1b62e2421981da1ce7e8628248bdd26ffb03367,10020737,0x3021aabbe3a5a1374c617f8463baafac3a9075a6,0xc5ee89a7c36725a27163267e2a989436d82fbb4b,9.973615758063534e+17,50000,125614.4520000958,19383154073.781734,2025-03-04 05:42:08.916109,transfer,1
0x046b3c33b561e43edfc26ab5d64c54d61da455e49697640c491c4414cf3020ba,10037530,0xde094f57b3e32a01021a8d6282cc8d384b3919a4,0x344da364f0c8ef286c128f3ce64563e92450008a,1.5237055905461896e+18,21000,156400.43255119235,13156098722.990393,2025-03-04 10:54:00.916109,contract_interaction,1
0xe43f649d313fb1728c3c5949c08f078801bfc0919fb74ba617a570e0b67c24fb,10057365,0x141f83397bbee8ec906fdb038d54cf2fe641d4f9,0xa25decf9f16bdcac81c9d878f06ee588956725a5,4.917706218192493e+17,21000,28998.202746944164,10618174624.265663,2025-03-14 03:02:34.916109,transfer,1
0x0647c786a0c2727043479ed3a3e262b2a944d5f7f95effb0e7f7881e1203d3d8,10009029,0xcc9e5ee533805859820cfd566eddf4a5f0372274,0xeba205c5ce66cf5033f605cd18a757e5964d569f,3.0246318196994673e+18,100000,63129.07317162448,26192047228.60352,2025-03-15 11:56:15.916109,transfer,1
0x8896de1943ba715c4fefffb1a9e0716887adb98153d34bf2d07429fd660b8e14,10036628,0x195169d81146f277df6d06a5d0780ffeae34cb14,0xd431902dc632f378daf779a2627eba3010f17108,2.5480471220376854e+17,21000,32223.55046171673,18936114202.08508,2025-02-19 23:35:56.916109,contract_interaction,1
0xcd4d7d7d66bfaf55a85bcc11c4e3a1ee267bc5a4c072e526cd6be8f4e799f70b,10084505,0xadb15a1118f35fe7a9f4290416fc14b111521593,0x88e246554edf40fc3933ce689eb19a15f235f2a3,1.2324532135329572e+18,200000,16034.12515997558,21367827736.998096,2025-02-14 18:55:44.916109,transfer,1
0x420372ff91a894fd6aa18fc83359995b0dd81483af2e6572493ec33975294545,10008201,0x09579b11f89ba1b6958828fd0907a5a4e3a4661a,0x626b512a36c368f11db2f77e751a7597bd799641,6.830640127888284e+16,21000,72537.20026716874,12915494759.547474,2025-02-26 12:18:20.916109,transfer,1
0x76495d3b8c30663cd274f96337d71d12ebb20ed257cbd954e3f2fc3d60601e30,10033788,0x7971e4033f41d80bacd1dcb72e4678ac2035d238,0xcf75c5c06792052f90abdab845c858abbe09bcfe,2.1486196538803807e+18,21000,168741.68031617114,22178491145.5288,2025-02-24 05:36:46.916109,transfer,1
0xabaea8b5c00533feae5edba689f483c912ca0dd5c50ac24292d924cf43049f43,10053148,0xb3e02170ea2f4749a9a746c3bb763580606f6476,0xb8273a51af8b7216bc4d976151b13aec873c6798,2.5686179368441196e+18,21000,42895.3883371415,25219100613.60169,2025-03-09 01:09:49.916109,transfer,1
0x593d66120783585dbbb8e37834d7b9d5b626bd79ff5e98c5b8c37a319a84310a,10093910,0x1d57078aeb81d60a764f9ff18962d4665a943e51,0x579fadacc0a286f20fe0acb2336b7970d2592394,6.056407448888458e+17,200000,115677.19668477064,19610804880.025463,2025-03-16 02:29:27.916109,transfer,1
0x65ee1f7a37ef6499b7fd8494142694702284fb8c80143e98656007cc1b9a8650,10096830,0x3d91cedb70e785cd396a8d3cde5723fca4d5bece,0xef2007f60ee11fce5c60a806a36ffe5db59b5d03,9.662588477667323e+17,200000,115476.03657548367,12650729336.859255,2025-02-22 21:00:12.916109,contract_interaction,1
0x015d51094415f8191ff2c65b7e75ba92f2e0ff6439e3d35e774e53bdac879b90,10060416,0xfab7ff7bfbeb4b5f9fd8556bc7b3df7c9b5bd3e7,0x1a1e63af13d28ec66105e6acbc90c42a89b584bd,1.306937286496311e+18,100000,13366.13220072259,10605671618.772627,2025-03-14 01:38:14.916109,transfer,1
0xe187d27b093256368a1a242a7b977bb8344768eefd719b35b16f2c2a1a750b06,10059395,0xdef07b91dedb980c311acf1bb016819f750a22b3,0x5af55bbe6f6950b486d3cca519906ed75991326c,2.787391217281911e+16,21000,48987.41145628461,31507541971.37363,2025-02-26 06:52:36.916109,transfer,1
0xf74fbfa43d5d52f8bad6f0ec644dc13b59ea6fa482038319dd42cbc835152bb8,10038688,0x1722c0057073c01fd247b957b8f5f3e43a2ade53,0xc8726a14aa6d0a7675d2158e99805ad7ba28ffef,1.1781617252494912e+17,200000,172944.70427996866,19293526964.81884,2025-03-02 07:56:13.916109,contract_interaction,1
0xa1ebb847152bbd9f4b79d0423182e19a86ff504badea203cf11277be6583b076,10027719,0xf01d41ce3dcc1715df0945eb0a649a63fd0f619a,0x488e948230527bb7a688783ec04a5d2514623e16,2.517095802733174e+17,21000,11964.272386645192,22237572568.088146,2025-03-14 15:45:44.916109,transfer,0
0x6fe2398e5ee42844d3d3b0682bce1205aa6aa17d5d347d22deda30877d9565f8,10098423,0x0f7a6747e4866b64aac3a8e68c9495885e26d8f9,0xbd33bec9527da8669ea6965ede36813e0324937f,1.5760564845874432e+17,200000,73792.68324092298,25675415489.531487,2025-03-05 16:58:59.916109,transfer,1
0x2d22928b3c6de8ab68b2e3d754c370d8f0738da428add83a3b718cd587ee6fcd,10085995,0x4e7df9c37b5668b7b4d3ae40c389581d2c42c880,0xe038cd4ebc96ce1513ce20467e7ccc18e8dcbd9a,1.5350987181632976e+17,100000,136746.73815914494,14732651770.067453,2025-03-11 02:39:13.916109,transfer,1
0x0fdb2afd14e44f342b04c8c832017f07c6e7b5bdee8293c5742538c2366bb35b,10084204,0x21428cf78a34cf4763d35fbc8479c84d93be25a2,0xdbdcbd9c258d997393132b3a51391865a4912e6a,1.489006217264834e+16,50000,140859.21972418448,8122576197.154073,2025-02-23 13:42:04.916109,transfer,1
0xc25b171a68076555810cb59a72b908cc027d2fc370cc50d0d7a3b096440fd9a5,10091025,0xc585e4ab0340f4b890788f223c3c15242cd426f7,0xd24d1f45dd8fdd7d6e8d0c01579679710631f551,1.515041636469562e+18,21000,70169.76010841386,17806008307.572926,2025-03-15 20:17:11.916109,transfer,1
0xd8874080742a6686cfad2acedc07b2b77c4cbcf0c96b9478ad6dce60e31113d0,10058363,0x2758c04ccb623d4946f8645996830a5c8712115a,0xafbd97dcaf9be3dcf8c6bc3d1fc07cfc10359a9f,1.3580534272715512e+18,21000,12667.011093736948,5105334543.969924,2025-03-13 18:56:18.916109,contract_interaction,1
0xe3142eb7300b92e861ec8912ac9d125886b235a41c52fd7108db2a06ce944d0e,10018475,0xe9dc5d93c1c6406f33a4daf67b53f2ec5a492bc4,0x060c25af6439e8481c0147c2488b08ea23f4640a,2.842494325645883e+16,21000,16751.75638109932,6210972247.874604,2025-02-17 01:04:05.916109,contract_interaction,1
0xe86785b45a132c68459dbb1f22bbe8e67aff9a853b07617b4634700e32c9b1b2,10018896,0x7780186944bb1c79e12b9daa8fc0c72a009d1269,0x4489516201a81ee28c572d3a3183439060e8be1e,1.1964408141834189e+17,200000,116759.33938322704,9667958976.348963,2025-03-10 08:40:37.916109,contract_interaction,1
0xaeeada005f471f37b50e30c14d77a2ac39ad5afa9215ace4d949c49b426531b8,10046223,0x240dc030111c6f1c7d46f6247f5efcc230be951f,0x1df2e6dab6b0908945470cb63e6b6f2bb26029fb,1.4177477520165315e+18,100000,12557.771702955173,19087883362.13565,2025-02-17 03:27:53.916109,transfer,1
0x0ccaed30cff534480c1c54a62291fc2904deb4ba6320be7c2ce1a32c02b17587,10051638,0xabfe12a32efdd50146bc5a2d3ef934c822ab600e,0xcb944dee41b2e453f4dfb761560d5100a67ee1f7,3.5421659672336604e+18,50000,35702.94839328039,21595688696.858624,2025-03-02 18:15:05.916109,transfer,1
0x924647b404352efa41a5ceb545a6b40738d9b50229fbb3f5e6935a0d76eaaf82,10083975,0x16ff8cf96ded4651144c1cb9de6c3621a518df7e,0x6ad46bd68483a40c64711caf3ce2c6edada698f7,5.2219022937135016e+16,200000,13303.655667751998,5614923829.605821,2025-02-19 07:28:34.916109,contract_interaction,1
0x1024da1b2eee36c2fe873c0000f72e52a4cedce6f1f5c5a2599fd4fb18727d8d,10090816,0x05e76c6258dc153e50913452bdcebdf18984a833,0x6fcb4edeb80a8d7e39297a36dcb03ab1865c4e78,2.7248664684480368e+17,50000,16303.740941239475,11424902176.41579,2025-03-15 02:41:54.916109,contract_interaction,1
0xe22179076d6203840e4c774bf8e0321e7681ddf3de5a272dbccf1cc2a5f17061,10075310,0x425bb6ca59c820e024943630e8be840ee8ee7b30,0x3e7d6e932de26f5fd05e0a576cad28a02cd759ab,1.445163137583665e+17,50000,38435.14595331142,12994995210.793188,2025-03-14 03:07:30.916109,transfer,1
0x9bf5b119c7eeb16276d7d6a5c646008d4c4242885e066fd9937533f1d1bd347e,10041057,0x9982175077820df134b60513eec4bf82466e0529,0xb1bb3d7ecd7ba4298e3dcc491bff7ebd39ef7f6d,8.961876948451904e+17,100000,44914.08816296204,23665603592.88572,2025-02-21 22:56:08.916109,transfer,1
0x5de3ca671b6ed1171ea8b0e8e09c91f5506717854b8fcba80a28a1b331e2c205,10003672,0x00e3ad006ac6ed6f0cf6706a07f2acea1401896b,0xbb493dce3e14b68180fe7cffac1c2612b974d5c8,1.4453234745897137e+18,100000,146763.3159587767,66792441604.37554,2025-03-07 22:22:53.916109,transfer,1
0xf7b240969c0ba8769e644ac407ba03e8d84322b49045f6bf82ef1fd2b8b68c14,10078747,0xa31b9197f396d5717cb042221b1853552db4619c,0x0d53b97d481df141c4c76ada4eabc226b44376de,4.0138587576753464e+18,21000,34206.815804986676,19561660352.799313,2025-03-03 07:03:19.916109,transfer,1
0xc3e1f885a57503c6cc18776312b5bb4b755034ba2c805594be49dc4571503d92,10069884,0xe3d0acd7c4f8650d3d9720d7e1ff2479517d320f,0xca92878398f45b9f89ba9463abc1b109461de470,7.803061429809581e+17,100000,15663.694033832104,34043136235.82004,2025-02-27 18:52:00.916109,transfer,1
0x82e50b537ca839b95036bfe07b9ba549aed81456ff48069638dbffa43c63e28f,10072269,0x98429dfea002bd24103d1abb2bbf8f592627babc,0xdf05989cf7c7130230a00f38d3649c9fefc71b76,3.927202155759292e+17,50000,86567.92857655461,12284466821.251923,2025-02-16 18:06:47.916109,contract_interaction,1
0xa706877c5a372c8c11bceb6b93978647f31aefb580a9b698989ac2ac4773eeba,10004058,0x825f2cf63148a7db590f7340bbef87413ad396b5,0xbdfecf457f80bdb451584dc007a250406dcceb5c,1.4162644458598618e+18,100000,15274.619561234023,52877842926.91097,2025-02-25 09:12:31.916109,transfer,1
